full_name,pos,stub,year,game_date,game_num,week_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,fumbles,fumbles_lost,fumbles_forced,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,top_n,reason,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td,pass_defended,offense,off_pct,defense,def_pct,special_teams,st_pct,punt,punt_yds,punt_yds_per_punt,punt_blocked,xpm,xpa,xp_perc,fgm,fga,fg_perc,safety_md,unique_id
Zack Crockett,RB,/players/C/CrocZa00.htm,,166 Games,,,,,,,70-96-0,,510,1701,3.34,36,144,96,680,7.08,2,66.7%,4.72,,,,,,,,,,,,,,,,,38,228,10,5,0,1,0,0,False,,0.0,30,5,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Zack Crockett,,RB,"
Herman Moore,WR,/players/M/MoorHe00.htm,,146 Games,,,,,,,72-74-0,,,,,,1138,670,9174,13.69,62,,8.06,,,,,,,,,,,,,,,,2,62,376,4,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herman Moore,,WR,"
Antowain Smith,RB,/players/S/SmitAn00.htm,,131 Games,,,,,,,70-61-0,,1784,6881,3.86,54,192,136,982,7.22,3,70.8%,5.11,,,,,,,,,,,,2,30,15.00,0,1,57,344,25,18,0,0,0,0,False,,0.0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antowain Smith,,RB,"
Marty Booker,WR,/players/B/BookMa00.htm,,157 Games,,,,,,,64-93-0,,18,41,2.28,0,1003,539,6703,12.44,37,53.7%,6.68,3,10,30.00,126,2,0,118.7,0,0,12.60,16.60,2,3,1.50,0,2,37,226,6,3,0,0,0,0,False,,0.0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Marty Booker,,WR,"
David Patten,WR,/players/P/PattDa00.htm,,147 Games,,,,,,,79-67-1,,13,106,8.15,1,655,324,4715,14.55,24,49.5%,7.20,1,3,33.33,60,1,1,81.9,0,0,20.00,11.67,111,2273,20.48,1,,26,156,7,2,0,0,0,0,False,,0.0,4,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"David Patten,,WR,"
Rickey Dudley,TE,/players/D/DudlRi00.htm,,108 Games,,,,,,,56-52-0,,2,-9,-4.50,0,403,221,3024,13.68,33,54.8%,7.50,,,,,,,,,,,,,,,,1,33,200,3,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rickey Dudley,,TE,"
Jermaine Fazande ,RB,/players/F/FazaJe00.htm,,20 Games,,,,,,,5-15-0,,210,733,3.49,4,18,16,104,6.50,0,88.9%,5.78,,,,,,,,,,,,,,,,,4,24,3,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jermaine Fazande ,,RB,"
Akili Smith,QB,/players/S/SmitAk00.htm,,22 Games,,,,,,,3-19-0,,70,371,5.30,1,1,1,6,6.00,0,100.0%,6.00,215,461,46.64,2212,5,13,52.8,59,327,4.80,3.75,,,,,,1,6,15,8,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Akili Smith,,QB,"
Duce Staley,RB,/players/S/StalDu00.htm,,114 Games,,,,,,,62-51-1,,1430,5785,4.05,24,398,287,2587,9.01,10,72.1%,6.50,,,,,,,,,,,,48,1158,24.13,0,1,34,206,22,11,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duce Staley,,RB,"
Dorsey Levens ,RB,/players/L/LeveDo00.htm,,144 Games,,,,,,,98-46-0,,1243,4955,3.99,36,387,304,2334,7.68,17,78.6%,6.03,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,22,501,22.77,0,1,53,320,13,9,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorsey Levens ,,RB,"
Justin Watson,RB,/players/W/WatsJu00.htm,,33 Games,,,,,,,23-10-0,,102,428,4.20,4,16,10,56,5.60,0,62.5%,3.50,,,,,,,,,,,,,,,,,4,24,2,1,0,0,0,0,False,,0.0,9,2,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Justin Watson,,RB,"
Kevin Lockett,WR,/players/L/LockKe00.htm,,86 Games,,,,,,,42-44-0,,,,,,237,130,1738,13.37,8,54.9%,7.33,2,2,100.00,45,2,0,158.3,0,0,22.50,42.50,2,23,11.50,0,,8,48,7,3,0,0,0,0,False,,0.0,5,2,7,0,,39,268,6.87,0,,,,,,,,,,,,,,,,,,,,,,"Kevin Lockett,,WR,"
Chris Sanders ,WR,/players/S/SandCh00.htm,,96 Games,,,,,,,55-41-0,,4,-36,-9.00,0,403,177,3285,18.56,17,43.9%,8.15,,,,,,,,,,,,,,,,,17,102,3,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris Sanders ,,WR,"
Wesley Walls,TE,/players/W/WallWe00.htm,,196 Games,,,,,,,102-94-0,,,,,,746,450,5291,11.76,54,,7.09,,,,,,,,,,,,2,22,11.00,0,2,54,328,2,2,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wesley Walls,,TE,"
Kimble Anders,RB,/players/A/AndeKi00.htm,,125 Games,,,,,,,76-49-0,,495,2261,4.57,9,512,369,2829,7.67,9,,5.53,,,,,,,,,,,,9,170,18.89,0,,18,108,13,4,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble Anders,,RB,"
Desmond Clark,TE,/players/C/ClarDe00.htm,,160 Games,,,,,,,85-75-0,,,,,,543,323,3591,11.12,27,59.5%,6.61,,,,,,,,,,,,1,11,11.00,0,,27,162,5,3,0,0,0,0,False,,0.0,9,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Desmond Clark,,TE,"
Andrew Glover,TE,/players/G/GlovAn00.htm,,154 Games,,,,,,,91-63-0,,,,,,339,208,2478,11.91,24,,7.31,,,,,,,,,,,,,,,,,24,144,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew Glover,,TE,"
David Sloan,TE,/players/S/SloaDa00.htm,,110 Games,,,,,,,53-57-0,,,,,,333,192,2151,11.20,15,57.7%,6.46,,,,,,,,,,,,1,14,14.00,0,,15,90,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"David Sloan,,TE,"
Richard Huntley,RB,/players/H/HuntRi00.htm,,63 Games,,,,,,,22-41-0,,364,1701,4.67,11,97,62,477,7.69,4,63.9%,4.92,0,1,0.00,0,0,0,39.6,1,0,0.00,0.00,22,475,21.59,0,1,15,92,12,9,0,0,0,0,False,,0.0,16,2,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richard Huntley,,RB,"
Rocket Ismail,WR,/players/I/IsmaRa00.htm,,126 Games,,,,,,,60-66-0,,58,423,7.29,2,650,363,5295,14.59,28,55.8%,8.15,,,,,,,,,,,,109,2334,21.41,0,1,30,182,4,3,0,0,0,0,False,,,,,,,,1,20,20.00,0,,,,,,,,,,,,,,,,,,,,,,"Rocket Ismail,,WR,"
James Jett,WR,/players/J/JettJa00.htm,,140 Games,,,,,,,73-67-0,,2,3,1.50,0,537,256,4417,17.25,30,47.7%,8.23,,,,,,,,,,,,,,,,1,30,182,3,3,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Jett,,WR,"
Wane McGarity,WR,/players/M/McGaWa00.htm,,31 Games,,,,,,,10-21-0,,6,49,8.17,1,80,39,363,9.31,1,48.8%,4.54,,,,,,,,,,,,,,,,,4,24,4,2,0,2,0,0,False,,,,,,,,58,590,10.17,2,,,,,,,,,,,,,,,,,,,,,,"Wane McGarity,,WR,"
Reidel Anthony,WR,/players/A/AnthRe00.htm,,73 Games,,,,,,,44-29-0,,13,151,11.62,0,300,144,1846,12.82,16,48.0%,6.15,,,,,,,,,,,,95,2232,23.49,0,1,16,98,2,0,0,1,0,0,False,,,,,,,,3,12,4.00,0,,,,,,,,,,,,,,,,,,,,,,"Reidel Anthony,,WR,"
Laveranues Coles,WR,/players/C/ColeLa00.htm,,153 Games,,,,,,,72-81-0,,37,231,6.24,0,1170,674,8609,12.77,49,57.6%,7.36,,,,,,,,,,,,22,432,19.64,0,2,49,298,6,1,0,0,0,0,False,,0.0,5,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Laveranues Coles,,WR,"
Itula Mili,TE,/players/M/MiliIt00.htm,,114 Games,,,,,,,60-54-0,,,,,,253,164,1743,10.63,13,64.8%,6.89,,,,,,,,,,,,2,31,15.50,0,,13,78,3,1,0,0,0,0,False,,0.0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Itula Mili,,TE,"
Dave Moore,TE,/players/M/MoorDa00.htm,,220 Games,,,,,,,105-115-0,,1,4,4.00,0,337,207,2028,9.80,28,61.4%,6.02,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,27,13.50,0,,28,168,3,2,0,0,0,0,False,,0.0,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Dave Moore,,TE,"
Greg Clark,TE,/players/C/ClarGr00.htm,,55 Games,,,,,,,31-24-0,,,,,,142,92,909,9.88,4,64.8%,6.40,,,,,,,,,,,,,,,,1,4,26,2,0,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greg Clark,,TE,"
Dennis Northcutt,WR,/players/N/NortDe00.htm,,144 Games,,,,,,,48-96-0,,52,366,7.04,1,678,399,4941,12.38,18,58.8%,7.29,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,92,23.00,0,1,22,134,13,7,0,5,0,0,False,,0.0,5,0,5,0,0,255,2592,10.16,3,,,,,,,,,,,,,,,,,,,,,,"Dennis Northcutt,,WR,"
Stanley Pritchett,RB,/players/P/PritSt00.htm,,121 Games,,,,,,,68-53-0,,149,549,3.68,5,235,162,1244,7.68,8,68.9%,5.29,,,,,,,,,,,,2,17,8.50,0,,13,78,4,2,0,0,0,0,False,,0.0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanley Pritchett,,RB,"
Travis Taylor,WR,/players/T/TaylTr01.htm,,101 Games,,,,,,,52-49-0,,32,232,7.25,0,613,312,4017,12.88,22,50.9%,6.55,,,,,,,,,,,,,,,,,22,132,5,4,0,0,0,0,False,,,,,,,,1,0,0.00,0,,,,,,,,,,,,,,,,,,,,,,"Travis Taylor,,WR,"
Brad Hoover,RB,/players/H/HoovBr00.htm,,152 Games,,,,,,,75-77-0,,284,961,3.38,3,232,145,1046,7.21,6,62.5%,4.51,,,,,,,,,,,,9,97,10.78,0,,9,54,7,6,0,2,0,0,False,,0.0,45,3,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Brad Hoover,,RB,"
Reggie Kelly,TE,/players/K/KellRe00.htm,,184 Games,,,,,,,80-102-2,,,,,,289,195,1767,9.06,5,67.5%,6.11,,,,,,,,,,,,7,68,9.71,0,,5,30,2,1,0,0,0,0,False,,0.0,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Reggie Kelly,,TE,"
